id,title,description,age_certification,runtime,hit,imdb_id,imdb_votes,tmdb_popularity,tmdb_score,top_three,release_decade
tm140342,"I, Frankenstein","200 years after his shocking creation, Dr. Frankenstein's creature, Adam, still walks the earth. But when he finds himself in the middle of a war over the fate of humanity, Adam discovers he holds the key that could destroy humankind.",PG-13,92,0,tt1418377,80985,22.094,5.3,1,2010s
tm174683,Arthur Christmas,"Each Christmas, Santa and his vast army of highly trained elves produce gifts and distribute them around the world in one night. However, when one of 600 million children to receive a gift from Santa on Christmas Eve is missed, it is deemed â€˜acceptableâ€™ to all but oneâ€”Arthur. Arthur Claus is Santaâ€™s misfit son who executes an unauthorised rookie mission to get the last present half way around the globe before dawn on Christmas morning.",PG,97,1,tt1430607,58635,22.092,6.7,1,2010s
tm74780,The Bucket List,"Corporate billionaire Edward Cole and working class mechanic Carter Chambers are worlds apart. At a crossroads in their lives, they share a hospital room and discover they have two things in common: a desire to spend the time they have left doing everything they ever wanted to do and an unrealized need to come to terms with who they are. Together they embark on the road trip of a lifetime, becoming friends along the way and learning to live life to the fullest, with insight and humor.",PG-13,97,1,tt0825232,244028,22,7.2,1,2000s
tm414709,Siberia,"Lucas, a diamond trader who travels to Saint Petersburg to arrange a sale, discovers that his Russian business partner has left his hotel and gone to a small Siberian village, so Lucas also heads there to try find him.",R,104,0,tt6494418,15369,22,4.8,0,2010s
tm116488,Natural Born Killers,Two victims of traumatized childhoods become lovers and serial murderers irresponsibly glorified by the mass media.,R,118,1,tt0110632,11,21.933,7.1,1,1990s
tm243326,Anon,"Set in a near-future world where there is no privacy, ignorance or anonymity, our private memories are recorded and crime almost ceases to exist. In trying to solve a series of unsolved murders, Sal Frieland stumbles onto a young woman who appears to have subverted the system and disappeared. She has no identity, no history and no record. Sal realizes it may not be the end of crime but the beginning. Known only as 'The Girl', Sal must find her before he becomes the next victim.",R,100,0,tt5419536,42608,21.915,5.919,1,2010s
tm86924,Soul Plane,"Following a ridiculously awful flight that leads to his pet's death, Nashawn Wade files a lawsuit against the airline, and wins a multimillion-dollar settlement. Determined to create a better flying experience, Nashawn starts his own airline, one that caters to an African-American clientele. Going into business with a tricked-out plane piloted by the smooth Capt. Mack, the airline hits a snag when it has to deal with the family of Elvis Hunkee.",R,86,0,tt0367085,23048,21.864,5.3,1,2000s
tm32982,Les MisÃ©rables,"An adaptation of the successful stage musical based on Victor Hugo's classic novel set in 19th-century France, in which a paroled prisoner named Jean Valjean seeks redemption.",PG-13,158,1,tt1707386,327017,21.858,7.3,1,2010s
tm56574,You've Got Mail,"Book superstore magnate, Joe Fox and independent book shop owner, Kathleen Kelly fall in love in the anonymity of the Internetâ€”both blissfully unaware that he's trying to put her out of business.",PG,119,0,tt0128853,211635,21.724,6.643,1,1990s
tm1033470,Till Death,"After a romantic evening at their secluded lake house, a woman wakes up handcuffed to her dead husband. Trapped and isolated in the dead of winter, she must fight off hired killers to escape her late spouse's twisted plan.",R,89,0,tt11804152,20256,21.514,6.6,0,2020s
tm498803,Spenser Confidential,"When two Boston police officers are murdered, ex-cop Spenser teams up with his no-nonsense roommate Hawk to take down criminals.",R,111,0,tt8629748,86593,21.502,6.545,1,2020s
tm159901,Miss Congeniality 2: Armed and Fabulous,"After her triumph at the Miss United States pageant, FBI agent Gracie Hart becomes an overnight sensation -- and the new ""face of the FBI"". But it's time to spring into action again when the pageant's winner, Cheryl, and emcee, Stan, are abducted.",PG-13,115,0,tt0385307,74637,21.495,5.7,1,2000s
tm89677,The Terminal,"Viktor Navorski is a man without a country; his plane took off just as a coup d'etat exploded in his homeland, leaving it in shambles, and now he's stranded at Kennedy Airport, where he's holding a passport that nobody recognizes. While quarantined in the transit lounge until authorities can figure out what to do with him, Viktor simply goes on living â€“ and courts romance with a beautiful flight attendant.",PG-13,128,1,tt0362227,441752,21.384,7.3,1,2000s
tm199700,The Danish Girl,"When Gerda Wegener asks her husband Einar to fill in as a portrait model, Einar discovers the person she's meant to be and begins living her life as Lili Elbe. Having realized her true self and with Gerda's love and support, Lili embarks on a groundbreaking journey as a transgender pioneer.",R,119,1,tt0810819,183579,21.369,7.6,1,2010s
tm57190,The One,A sheriff's deputy fights an alternate universe version of himself who grows stronger with each alternate self he kills.,PG-13,87,0,tt0267804,92007,21.223,6.1,1,2000s
tm139658,Big Fish,"Throughout his life Edward Bloom has always been a man of big appetites, enormous passions and tall tales. In his later years, he remains a huge mystery to his son, William. Now, to get to know the real man, Will begins piecing together a true picture of his father from flashbacks of his amazing adventures.",PG-13,125,1,tt0319061,437650,21.158,7.769,1,2000s
tm239286,The Cloverfield Paradox,"Orbiting above a planet on the brink of war, scientists test a device to solve an energy crisis and end up face-to-face with a dark alternate reality.",PG-13,102,0,tt2548396,104068,21.122,5.6,1,2010s
tm244149,The Irishman,"Pennsylvania, 1956. Frank Sheeran, a war veteran of Irish origin who works as a truck driver, accidentally meets mobster Russell Bufalino. Once Frank becomes his trusted man, Bufalino sends him to Chicago with the task of helping Jimmy Hoffa, a powerful union leader related to organized crime, with whom Frank will maintain a close friendship for nearly twenty years.",R,209,1,tt1302006,376379,21.075,7.6,1,2010s
tm208622,American Ultra,"Mike is an unmotivated stoner whose small-town life with his live-in girlfriend, Phoebe, is suddenly turned upside down.  Unbeknownst to him, Mike is actually a highly trained, lethal sleeper agent. In the blink of an eye, as his secret past comes back to haunt him, Mike is thrust into the middle of a deadly government operation and is forced to summon his inner action-hero in order to survive.",R,96,0,tt3316948,89912,20.733,6.1,1,2010s
tm371380,The Package,"When a group of teenagers goes on a spring break camping trip, an unfortunate accident sets off a race to save their friendâ€™s most prized possession.",R,94,0,tt7525778,17858,20.72,6,1,2010s
tm239676,Hush,A deaf woman is stalked by a psychotic killer in her secluded home.,R,82,0,tt5022702,123667,20.608,6.7,0,2010s
tm80906,Anchorman: The Legend of Ron Burgundy,"It's the 1970s and San Diego anchorman Ron Burgundy is the top dog in local TV, but that's all about to change when ambitious reporter Veronica Corningstone arrives as a new employee at his station.",PG-13,95,1,tt0357413,353118,20.606,6.7,1,2000s
tm312767,Monster High: Electrified,"When Clawdeen dreams of opening a salon made for monsters and normies, Frankie has the perfect place - an abandoned power station outside town. But the idea sparks negative voltage when Moanica plots to ruin the whole thing, and replace the celebration with something a little more... shocking! Luckily the ghouls have a secret weapon on their side...Twyla, the daughter of the Boogey Man, and the perfect ghoul to unearth any mystery. Along with the most voltageous salon ever! So catch every twist, turn, zap and blast...because the Monster High ghouls are about to get ELECTRIC!",PG,72,0,tt6536944,320,20.596,7.2,0,2010s
tm1018427,Moxie,"Inspired by her mom's rebellious past and a confident new friend, a shy 16-year-old publishes an anonymous zine calling out sexism at her school.",PG-13,111,0,tt7737700,24720,20.59,7.431,1,2020s
tm849003,The Old Guard,Four undying warriors who've secretly protected humanity for centuries become targeted for their mysterious powers just as they discover a new immortal.,R,125,0,tt7556122,158247,20.588,7.2,1,2020s
tm511940,Lying and Stealing,"Ivan steals art for the Greek. He wants out but can he? He meets an actress at two of his ""jobs"". She has her own problems but helps him.",R,100,0,tt7558302,5818,20.588,6,1,2010s
tm6859,My Girl,"Vada Sultenfuss is obsessed with death. Her mother is dead, and her father runs a funeral parlor. She is also in love with her English teacher, and joins a poetry class over the summer just to impress him. Thomas J., her best friend, is ""allergic to everything"", and sticks with Vada despite her hangups. When Vada's father hires Shelly, and begins to fall for her, things take a turn to the worse...",PG,103,0,tt0102492,80590,20.545,7.4,1,1990s
tm191013,Boogie Nights,"Set in 1977, back when sex was safe, pleasure was a business and business was booming, idealistic porn producer Jack Horner aspires to elevate his craft to an art form. Horner discovers Eddie Adams, a hot young talent working as a busboy in a nightclub, and welcomes him into the extended family of movie-makers, misfits and hangers-on that are always around. Adams' rise from nobody to a celebrity adult entertainer is meteoric, and soon the whole world seems to know his porn alter ego, ""Dirk Diggler"". Now, when disco and drugs are in vogue, fashion is in flux and the party never seems to stop, Adams' dreams of turning sex into stardom are about to collide with cold, hard reality.",R,156,1,tt0118749,261563,20.436,7.6,1,1990s
tm44402,"Girl, Interrupted","Set in the changing world of the late 1960s, Susanna Kaysen's prescribed ""short rest"" from a psychiatrist she had met only once becomes a strange, unknown journey into Alice's Wonderland, where she struggles with the thin line between normal and crazy. Susanna soon realizes how hard it is to get out once she has been committed, and she ultimately has to choose between the world of people who belong inside or the difficult world of reality outside.",R,127,1,tt0172493,183154,20.424,7.6,1,1990s
